"band","event_date","species_name","band_type_description","bird_status_description","age_description","sex_description"
"B17613965191","2/24/04","Vermilion Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B17614824188","3/24/09","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B17614825626","5/22/09","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B17614856907","6/11/08","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B17614858985","6/9/08","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B17614859069","7/3/08","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B17614859118","6/9/08","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B17614859195","6/9/08","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B17664196529","7/17/09","Yellow-green Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Female"
"B17683221112","5/15/04","Western Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B17683329113","3/7/09","Yellow-bellied Flycatcher","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B17713297119","7/22/06","Vermilion Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B17713297469","6/12/03","Vermilion Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B17713297547","7/4/03","Western Wood-Pewee","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B17714011907","4/25/19","Red-eyed Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B17714011977","4/26/19","Red-eyed Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B17714783111","6/9/11","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B17714783387","6/2/10","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B19124588898","2/5/76","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Second Year","Male"
"B17774027197","11/6/08","Tropical Kingbird","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B17793136606","12/9/03","Vermilion Flycatcher","aluminum\butt-end toll free","Normal wild bird.","Unknown","Male"
"B17814345707","5/25/99","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B17814345788","6/27/99","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B17814970667","4/30/94","Cave Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B17814971744","6/7/00","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B17814971829","5/10/00","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B17814971868","6/7/00","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B17814979067","7/8/93","Cave Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B17814979117","6/30/93","Cave Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B17814979199","6/30/93","Cave Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B17814979221","6/30/93","Cave Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B17814979467","5/28/93","Cave Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B17814979549","5/28/93","Cave Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B17814979708","7/8/93","Cave Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B17814979864","7/8/93","Cave Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B17814979949","7/8/93","Cave Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B18711291391","3/25/09","Great Kiskadee","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B18711291828","3/28/10","Great Kiskadee","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B19134855459","9/27/88","Sulphur-bellied Flycatcher","aluminum\pre-open","Normal wild bird.","Hatching Year","Female"
"B17874181007","5/25/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874181088","5/25/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874181104","5/25/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874181111","5/25/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874181244","5/25/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874181268","5/25/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874181321","5/24/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874181341","5/24/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B17874181408","5/24/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874181427","5/24/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874181508","5/24/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874181567","5/24/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874181587","5/24/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B17874181828","6/30/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874181881","6/30/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874181901","5/25/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17874183163","5/24/01","Black-whiskered Vireo","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17914810154","10/12/91","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","Hatching Year","Female"
"B17944971501","5/6/89","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B18731702832","6/5/09","Great Kiskadee","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B18731721022","3/17/05","Great Kiskadee","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B17973218217","10/29/96","Barn Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B17984035114","4/28/87","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B17993933113","10/13/97","Caribbean Elaenia","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B18013047067","10/4/01","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B18754859198","7/16/85","Rose-throated Becard","aluminum\butt end","Normal wild bird.","Second Year","Female"
"B18013947389","12/10/99","Least Flycatcher","aluminum\butt end","Normal wild bird.","Unknown","Male"
"B18013969061","10/11/95","Eastern Wood-Pewee","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B18764140848","9/15/85","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B18034553193","5/20/08","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","Hatching Year","Male"
"B18813150743","6/23/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B18813150765","6/24/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B18813156155","8/23/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B18813157191","8/6/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B18813157323","8/6/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B18813157485","8/6/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B18813158288","7/20/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B18813159641","7/15/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B18104362090","4/29/08","Brown-crested Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B18104867198","4/7/04","Ash-throated Flycatcher","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B19164626811","2/18/11","Tropical Kingbird","aluminum\butt-end new address","Normal wild bird.","Second Year","Female"
"B19164627534","7/26/09","Tropical Kingbird","aluminum\butt-end new address","Normal wild bird.","Hatching Year","Female"
"B19164834096","3/22/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B19164834258","3/21/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B19164834333","3/21/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B19164834571","3/20/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B19164834656","3/26/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B19164834734","3/22/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B19164834818","3/22/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B19164834893","3/22/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B19164834974","3/22/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B19164835115","3/19/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B19164835131","3/19/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B19164835199","3/19/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B19164835294","3/16/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B19164835378","3/15/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B19164835453","3/15/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B19164835535","3/15/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B19164835619","3/20/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B19164835776","3/20/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B19164835854","3/19/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B19164835938","3/19/79","Scissor-tailed Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B18114862651","4/23/10","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B18114862664","4/24/10","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B18114862748","4/8/10","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B18114863061","5/28/07","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B18114863211","8/22/06","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B18114863378","6/5/06","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B18114863456","4/18/06","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B18114863854","7/12/07","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B18114863946","5/29/07","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B18114864428","9/1/04","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B18114864584","7/26/04","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B18114864811","6/28/05","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B18114864821","5/31/05","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B18114864891","6/29/05","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B18114865618","5/31/04","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B18114865696","5/31/04","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B18863611586","5/17/16","White-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
