"rater_id","reference_title","soft_attribute","less_than","about_as","more_than"
15,"Ace Ventura: Pet Detective (1994)","predictable","[The Green Mile (1999),Eternal Sunshine of the Spotless Mind (2004),Dead Poets Society (1989),Enemy of the State (1998),The Terminator (1984)]","[Fight Club (1999),Spider-Man (2002),Grease (1978)]","[The Mask (1994),The Truman Show (1998)]"
15,"Scream (1996)","realistic","[E.T. the Extra-Terrestrial (1982),Honey, I Shrunk the Kids (1989),Aladdin (1992),Robin Hood: Men in Tights (1993),Austin Powers: The Spy Who Shagged Me (1999)]","[Happy Gilmore (1996),Jumanji (1995)]","[The Bourne Identity (2002),Catch Me If You Can (2002),Braveheart (1995)]"
15,"Seven (a.k.a. Se7en) (1995)","romantic","[Austin Powers: The Spy Who Shagged Me (1999),Arachnophobia (1990),Meet the Parents (2000),The Mask (1994),Harry Potter and the Chamber of Secrets (2002)]","[Terminator 2: Judgment Day (1991),The Terminator (1984),What's Eating Gilbert Grape (1993)]","[Clueless (1995),Good Will Hunting (1997)]"
15,"Hot Shots! Part Deux (1993)","sappy","[Austin Powers: The Spy Who Shagged Me (1999)]","[Clueless (1995),Monsters, Inc. (2001),Ace Ventura: Pet Detective (1994)]","[The Breakfast Club (1985),Total Recall (1990),Full Metal Jacket (1987),The Green Mile (1999),Con Air (1997),Pulp Fiction (1994)]"
15,"The Crow (1994)","scary","[Beauty and the Beast (1991),Top Gun (1986),Forrest Gump (1994),Jerry Maguire (1996),Spider-Man 2 (2004),Mary Poppins (1964),The Breakfast Club (1985)]","[Jaws (1975),Kill Bill: Vol. 2 (2004),Twister (1996)]",NULL
15,"Beetlejuice (1988)","serious",NULL,"[Ghostbusters (a.k.a. Ghost Busters) (1984),Groundhog Day (1993),The Nightmare Before Christmas (1993),Mrs. Doubtfire (1993)]","[The Graduate (1967),The Sixth Sense (1999),Jaws (1975),Rocky (1976),Enemy of the State (1998),When Harry Met Sally... (1989)]"
15,"Addams Family Values (1993)","simplistic script","[The Fugitive (1993),One Flew Over the Cuckoo's Nest (1975),Pulp Fiction (1994)]","[Jurassic Park (1993),Austin Powers: The Spy Who Shagged Me (1999),Aladdin (1992),Arachnophobia (1990)]","[Sense and Sensibility (1995),Gladiator (2000),American Beauty (1999)]"
15,"Coneheads (1993)","slow-paced","[Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Last Action Hero (1993),Braveheart (1995),Spider-Man 2 (2004),The Fugitive (1993),The Lion King (1994),Charlie's Angels (2000),Mission: Impossible (1996),Twister (1996)]","[Ace Ventura: Pet Detective (1994)]",NULL
15,"The Talented Mr. Ripley (1999)","tearful","[Mary Poppins (1964),The Truman Show (1998),Ace Ventura: When Nature Calls (1995)]","[Raising Arizona (1987),Shakespeare in Love (1998),The Fugitive (1993)]","[Leaving Las Vegas (1995),Forrest Gump (1994),Léon: The Professional (a.k.a. The Professional) (Léon) (1994),The Blair Witch Project (1999)]"
15,"Beauty and the Beast (1991)","terrifying",NULL,"[The Sound of Music (1965),Mrs. Doubtfire (1993),The Santa Clause (1994)]","[The Bourne Identity (2002),Gladiator (2000),E.T. the Extra-Terrestrial (1982),Charlie's Angels (2000),Kill Bill: Vol. 1 (2003),Jurassic Park (1993),Independence Day (a.k.a. ID4) (1996)]"
15,"Leaving Las Vegas (1995)","tongue and cheek",NULL,"[Desperado (1995),Reservoir Dogs (1992)]","[Jumanji (1995),Happy Gilmore (1996),Austin Powers: International Man of Mystery (1997),Groundhog Day (1993),Aladdin (1992),Men in Black (a.k.a. MIB) (1997),Edward Scissorhands (1990),Austin Powers: The Spy Who Shagged Me (1999)]"
15,"Enemy of the State (1998)","twisty","[Robin Hood: Men in Tights (1993),Toy Story 2 (1999),Honey, I Shrunk the Kids (1989),Edward Scissorhands (1990),Pretty Woman (1990)]","[Fight Club (1999),The English Patient (1996),Leaving Las Vegas (1995),Interview with the Vampire: The Vampire Chronicles (1994)]","[Scream (1996)]"
15,"Rocky (1976)","typical","[Edward Scissorhands (1990),Ghostbusters (a.k.a. Ghost Busters) (1984),The Princess Bride (1987),Austin Powers: The Spy Who Shagged Me (1999),Robin Hood: Men in Tights (1993)]","[Shakespeare in Love (1998),Erin Brockovich (2000),Lethal Weapon (1987)]","[Grease (1978),The Little Mermaid (1989)]"
15,"What's Eating Gilbert Grape (1993)","unique story","[The Cable Guy (1996),Grease (1978),Monsters, Inc. (2001)]","[E.T. the Extra-Terrestrial (1982),The Breakfast Club (1985),The Talented Mr. Ripley (1999),Tombstone (1993)]","[Beetlejuice (1988),Finding Nemo (2003),Ghostbusters (a.k.a. Ghost Busters) (1984)]"
15,"Liar Liar (1997)","unrealistic","[Seven (a.k.a. Se7en) (1995),Face/Off (1997),The Green Mile (1999),Beautiful Mind, A (2001),Ocean's Eleven (2001)]","[Groundhog Day (1993),The Princess Bride (1987),Dumb & Dumber (Dumb and Dumber) (1994)]","[The Little Mermaid (1989),The Mask (1994)]"
15,"Toy Story (1995)","violent",NULL,"[Beauty and the Beast (1991),Home Alone (1990),Edward Scissorhands (1990),Liar Liar (1997)]","[Dances with Wolves (1990),The Firm (1993),The Lord of the Rings: The Fellowship of the Ring (2001),Donnie Darko (2001),Harry Potter and the Chamber of Secrets (2002),Jumanji (1995)]"
15,"Ghost (1990)","well directed","[The Truman Show (1998),While You Were Sleeping (1995)]","[The Princess Bride (1987),Raising Arizona (1987),Terminator 2: Judgment Day (1991),The Crow (1994),Sleepless in Seattle (1993)]","[Reservoir Dogs (1992),Natural Born Killers (1994),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)]"
